no,name,심평원 평가,학회 인증,address,phone,region,type,dialysis_machines,has_dialysis_unit,night_dialysis,dialysis_days,naver_map_url,kakao_map_url,lat,lng,coord_source,updated_at,hira_grade,ksn_certified,ksn_cert_date,specialist_count,specialists,nephrology_doctor,is_dialysis_specialist
1259,순천향대학교 부천병원,#REF! (),O,"경기도 부천시 조마루로 170 (중동, 순천향대학교부천병원) 순천향대학교 부천병원",,경기,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%88%9C%EC%B2%9C%ED%96%A5%EB%8C%80%ED%95%99%EA%B5%90%20%EB%B6%80%EC%B2%9C%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%88%9C%EC%B2%9C%ED%96%A5%EB%8C%80%ED%95%99%EA%B5%90%20%EB%B6%80%EC%B2%9C%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2025-10-01,6,"김진국,박무용,이경호,최수정,박거늘,최윤원","김진국,박무용,최수정,유병철,이경호,최수정,박거늘,최윤원",1
1260,순천향대학교 서울병원,#REF! (),O,"서울특별시 용산구 대사관로 59 (한남동, 순천향대학병원)",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%88%9C%EC%B2%9C%ED%96%A5%EB%8C%80%ED%95%99%EA%B5%90%20%EC%84%9C%EC%9A%B8%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%88%9C%EC%B2%9C%ED%96%A5%EB%8C%80%ED%95%99%EA%B5%90%20%EC%84%9C%EC%9A%B8%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-03-06,7,"이현진,노현진,전진석,권순효,이해경,김형래,김민정","이현진,노현진,전진석,권순효,이해경,김형래,김민정",1
1261,스마트나라요양병원,#REF! (),X,부산광역시 사상구 낙동대로 1026 (감전동) 스마트나라요양병원,,부산,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%8A%A4%EB%A7%88%ED%8A%B8%EB%82%98%EB%9D%BC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%8A%A4%EB%A7%88%ED%8A%B8%EB%82%98%EB%9D%BC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-10-01,2,"서보정,강소이","서보정,강소이",1
1262,신&속 내과 의원,#REF! (),X,경상남도 거창군 거창읍 강남로1길 94-90 4층 신&속 내과의원,,경남,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%8B%A0%26%EC%86%8D%20%EB%82%B4%EA%B3%BC%20%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%8B%A0%26%EC%86%8D%20%EB%82%B4%EA%B3%BC%20%EC%9D%98%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-01-07,0,,"안기성,임상혁",0
1263,신민호내과의원,#REF! (),X,광주광역시 북구 하서로 428 (용두동) 6층 (상록수타워),,광주,병원/의원,17,1,0,,https://map.naver.com/v5/search/%EC%8B%A0%EB%AF%BC%ED%98%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%8B%A0%EB%AF%BC%ED%98%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5506388,126.871957,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-01-24,1,신민호,신민호,1
1264,신석균사랑내과의원,#REF! (),X,"경기도 고양시 일산동구 장백로 194 (장항동, 위너스21) 7층",,경기,병원/의원,30,1,0,,https://map.naver.com/v5/search/%EC%8B%A0%EC%84%9D%EA%B7%A0%EC%82%AC%EB%9E%91%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%8B%A0%EC%84%9D%EA%B7%A0%EC%82%AC%EB%9E%91%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.652094,126.7766844,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-05-13,1,신석균,신석균,1
1265,신앤장서울내과의원,#REF! (),X,"서울특별시 강북구 도봉로 325 (수유동, 수성타워) 2~3층",,서울,병원/의원,38,1,0,,https://map.naver.com/v5/search/%EC%8B%A0%EC%95%A4%EC%9E%A5%EC%84%9C%EC%9A%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%8B%A0%EC%95%A4%EC%9E%A5%EC%84%9C%EC%9A%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.637326,127.0243657,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-30,1,신나라,신나라,1
1266,신우내과,#REF! (),X,"서울특별시 중랑구 망우로 377 (상봉동, 성환빌딩) 2층,4층",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%8B%A0%EC%9A%B0%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%8B%A0%EC%9A%B0%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-24,2,"위정국,최은영","위정국,최은영",1
1267,신우내과(부산 사상구),#REF! (),X,"부산광역시 사상구 사상로 200 (괘법동, 엠시티빌딩) 11층",,부산,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%8B%A0%EC%9A%B0%EB%82%B4%EA%B3%BC%28%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%29,https://map.kakao.com/?q=%EC%8B%A0%EC%9A%B0%EB%82%B4%EA%B3%BC%28%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%29,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-16,1,민경환,민경환,1
1268,신진호내과,#REF! (),X,충청남도 예산군 예산읍 벚꽃로155번길 20 다올빌딩 3층 301호,,충남,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%8B%A0%EC%A7%84%ED%98%B8%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%8B%A0%EC%A7%84%ED%98%B8%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-23,1,신진호,신진호,1
1269,신통한내과의원,#REF! (),X,전북특별자치도 익산시 선화로65길 36 (어양동) 2층 신통한내과의원,,전북,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EC%8B%A0%ED%86%B5%ED%95%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%8B%A0%ED%86%B5%ED%95%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.951856,126.988632,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-06-30,1,정성원,정성원,1
1270,신플러스내과의원,#REF! (),X,경기도 남양주시 진접읍 해밀예당1로 30-9 폴리프라자 6층,,경기,병원/의원,40,1,0,,https://map.naver.com/v5/search/%EC%8B%A0%ED%94%8C%EB%9F%AC%EC%8A%A4%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%8B%A0%ED%94%8C%EB%9F%AC%EC%8A%A4%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.7116431,127.1867779,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-30,2,"신준암,이혜란","신준암,신미정,이종은,이혜란",1
1271,아산맑은내과의원,#REF! (),X,강원도 강릉시 성덕포남로 189 (포남동) 진흥빌딩2층 아산맑은내과의원,,,병원/의원,41,1,0,,https://map.naver.com/v5/search/%EC%95%84%EC%82%B0%EB%A7%91%EC%9D%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%95%84%EC%82%B0%EB%A7%91%EC%9D%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.7682793,128.9080935,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-11-15,1,이종원,"이종원,유훈",1
1272,아산수내과,#REF! (),X,"서울특별시 강동구 올림픽로 660 (천호동, 천호엘크루주상복합) 엘크루 2층",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%95%84%EC%82%B0%EC%88%98%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%95%84%EC%82%B0%EC%88%98%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-18,1,석현정,석현정,1
1273,아산수내과의원,#REF! (),X,"경기 광주시 태봉로 226-18 (고산동) 201,202,203호",,,병원/의원,47,1,0,,https://map.naver.com/v5/search/%EC%95%84%EC%82%B0%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%95%84%EC%82%B0%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5401895,127.124472,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-23,1,안재성,안재성,1
1274,아산정진욱내과,#REF! (),X,경기도 남양주시 오남읍 진건오남로 919 3층 아산정진욱내과,,경기,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%95%84%EC%82%B0%EC%A0%95%EC%A7%84%EC%9A%B1%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%95%84%EC%82%B0%EC%A0%95%EC%A7%84%EC%9A%B1%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-17,1,정진욱,정진욱,1
1275,아솔내과의원,#REF! (),X,"인천광역시 서구 발산로 6 (원당동, 아인시티 주차타워) 4층 아솔내과의원",,인천,병원/의원,24,1,0,,https://map.naver.com/v5/search/%EC%95%84%EC%86%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%95%84%EC%86%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5935878,126.7092856,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-10-29,1,김선미,김선미,1
1276,아인요양병원,#REF! (),X,"충남 당진시 남부로 138 (채운동, 아인요양병원)",,,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%95%84%EC%9D%B8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%95%84%EC%9D%B8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-12-24,1,최규헌,최규헌,1
1277,안동의료원,#REF! (),X,"경상북도 안동시 태사2길 55 (북문동, 안동의료원) 지방공사 안동의료원",,경북,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%95%88%EB%8F%99%EC%9D%98%EB%A3%8C%EC%9B%90,https://map.kakao.com/?q=%EC%95%88%EB%8F%99%EC%9D%98%EB%A3%8C%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-20,1,김유환,김유환,1
1278,안산조은요양병원,#REF! (),X,"경기도 안산시 상록구 광덕1로 361 (이동, 조은재활요양병원) 안산조은요양병원",,경기,병원/의원,31,1,0,,https://map.naver.com/v5/search/%EC%95%88%EC%82%B0%EC%A1%B0%EC%9D%80%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%95%88%EC%82%B0%EC%A1%B0%EC%9D%80%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,37.3076629,126.84976,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-04-01,2,"설윤재,김세연","설윤재,김세연",1
1279,안산한도병원,#REF! (),X,"경기도 안산시 단원구 선부광장로 103 (선부동, 대아한도병원) 2층 인공신장실",,경기,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%95%88%EC%82%B0%ED%95%9C%EB%8F%84%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%95%88%EC%82%B0%ED%95%9C%EB%8F%84%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-01-02,2,"김동률,안준모","김동률,안준모",1
1280,안정효내과의원,#REF! (),X,강원도 춘천시 퇴계로 188 (석사동) 썬타원빌딩 3층,,,병원/의원,28,1,0,,https://map.naver.com/v5/search/%EC%95%88%EC%A0%95%ED%9A%A8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%95%88%EC%A0%95%ED%9A%A8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.8571406,127.7393719,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-25,1,안정효,안정효,1
1281,약수내과의원,#REF! (),X,"서울특별시 중구 동호로 171 (신당동) 그레이스빌딩 5층,6층",,서울,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EC%95%BD%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%95%BD%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.55345,127.0113254,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-04-14,1,김지형,"김지형,윤라영",1
1282,양산맑은내과의원,#REF! (),X,"경상남도 양산시 물금읍 황산로 356 4층(402,403,404호)",,경남,병원/의원,30,1,0,,https://map.naver.com/v5/search/%EC%96%91%EC%82%B0%EB%A7%91%EC%9D%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%96%91%EC%82%B0%EB%A7%91%EC%9D%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.3080041,128.986298,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-10,1,김준현,김준현,1
1283,양철우내과의원,#REF! (),X,"서울특별시 서초구 서초대로 250 (서초동, 스타갤러리브릿지) 5층 양철우내과의원",,서울,병원/의원,26,1,0,,https://map.naver.com/v5/search/%EC%96%91%EC%B2%A0%EC%9A%B0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%96%91%EC%B2%A0%EC%9A%B0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4919826,127.0091903,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-02-05,1,양철우,양철우,1
1284,에스엠지연세병원 (구 마산MH연세병원),#REF! (),X,"경상남도 창원시 마산합포구 3.15대로 76 (월남동2가, 합포의료재단)",,경남,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%90%EC%8A%A4%EC%97%A0%EC%A7%80%EC%97%B0%EC%84%B8%EB%B3%91%EC%9B%90%20%28%EA%B5%AC%20%EB%A7%88%EC%82%B0MH%EC%97%B0%EC%84%B8%EB%B3%91%EC%9B%90%29,https://map.kakao.com/?q=%EC%97%90%EC%8A%A4%EC%97%A0%EC%A7%80%EC%97%B0%EC%84%B8%EB%B3%91%EC%9B%90%20%28%EA%B5%AC%20%EB%A7%88%EC%82%B0MH%EC%97%B0%EC%84%B8%EB%B3%91%EC%9B%90%29,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-10-23,1,김미선,"김미선,박상제",1
1285,에스포항병원,#REF! (),X,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원) 5층 인공신장센터",,경북,병원/의원,14,1,0,,https://map.naver.com/v5/search/%EC%97%90%EC%8A%A4%ED%8F%AC%ED%95%AD%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%90%EC%8A%A4%ED%8F%AC%ED%95%AD%EB%B3%91%EC%9B%90,36.0348843,129.3314538,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-24,2,"최준석,김은정","최준석,김은정",1
1286,여수전남병원,#REF! (),X,전라남도 여수시 좌수영로 55 (광무동) 1층 인공신장실,,전남,병원/의원,34,1,0,,https://map.naver.com/v5/search/%EC%97%AC%EC%88%98%EC%A0%84%EB%82%A8%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%AC%EC%88%98%EC%A0%84%EB%82%A8%EB%B3%91%EC%9B%90,34.7450673,127.7280181,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-13,2,"류상열,김다원","류상열,지황용,김다원",1
1287,연세내과의원(신정동),#REF! (),X,"서울특별시 양천구 중앙로 294 (신정동, 명성빌딩) 명성빌딩 5층",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%28%EC%8B%A0%EC%A0%95%EB%8F%99%29,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%28%EC%8B%A0%EC%A0%95%EB%8F%99%29,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-10-30,1,김영아,김영아,1
1288,연세내과의원(행당동),#REF! (),O,서울특별시 성동구 고산자로 234 (행당동) 나래타워 8층,,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%28%ED%96%89%EB%8B%B9%EB%8F%99%29,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%28%ED%96%89%EB%8B%B9%EB%8F%99%29,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-03-11,1,황학진,황학진,1
1289,연세대학교 강남세브란스병원,#REF! (),O,"서울특별시 강남구 언주로 211 (도곡동, 강남세브란스병원)",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%20%EA%B0%95%EB%82%A8%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%20%EA%B0%95%EB%82%A8%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-04-06,4,"박형천,최훈영,지종현,배우람","박형천,최훈영,지종현,배우람,김성근",1
1290,연세대학교 신촌세브란스병원,#REF! (),O,"서울특별시 서대문구 연세로 50-1 (신촌동, 연세의료원) 본관 6층 인공신장실",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%20%EC%8B%A0%EC%B4%8C%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%20%EC%8B%A0%EC%B4%8C%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-01-27,9,"박정탁,강신욱,김범석,유태현,한승혁,김형우,양재석,박철호,고희병","박정탁,강신욱,김범석,유태현,한승혁,김형우,양재석,박철호,고희병",1
1291,연세대학교 원주세브란스기독병원,#REF! (),O,"강원도 원주시 일산로 20 (일산동, 연세대학교 원주의과대학기독병원)",,,병원/의원,78,1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%20%EC%9B%90%EC%A3%BC%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EA%B8%B0%EB%8F%85%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%8C%80%ED%95%99%EA%B5%90%20%EC%9B%90%EC%A3%BC%EC%84%B8%EB%B8%8C%EB%9E%80%EC%8A%A4%EA%B8%B0%EB%8F%85%EB%B3%91%EC%9B%90,37.3490013,127.9456639,Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-01-08,5,"최승옥,한병근,양재원,김재석,이준영","최승옥,한병근,양재원,남궁미경,김재석,이준영,신동희",1
1292,연세더맑은내과,#REF! (),O,"서울특별시 강남구 테헤란로20길 10 (역삼동, 쓰리엠타워) 쓰리엠타워 6층",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%8D%94%EB%A7%91%EC%9D%80%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%8D%94%EB%A7%91%EC%9D%80%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2025-12-01,1,박해열,박해열,1
1293,연세동작병원,#REF! (),X,"서울 동작구 성대로 43 (상도동, 우리빌딩)",,,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%8F%99%EC%9E%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%8F%99%EC%9E%91%EB%B3%91%EC%9B%90,37.4989812,126.9336821,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-12-05,1,전윤기,전윤기,1
1294,연세메디하임병원,#REF! (),O,강원도 원주시 문막읍 원문로 1419 (연세메디하임병원) 1층 인공신장실,,,병원/의원,22,1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%A9%94%EB%94%94%ED%95%98%EC%9E%84%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%A9%94%EB%94%94%ED%95%98%EC%9E%84%EB%B3%91%EC%9B%90,37.3261,127.8450875,Naver Map Search,2026-05-27 17:18:10,미평가,인증,2025-12-16,2,"김영섭,송신한","김영섭,송신한",1
1295,연세명인병원,#REF! (),X,강원도 원주시 평원로 100 (학성동) 연세명인병원,,,병원/의원,45,1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EB%AA%85%EC%9D%B8%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EB%AA%85%EC%9D%B8%EB%B3%91%EC%9B%90,37.3534761,127.948827,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2025-12-15,0,,,0
1296,연세선린내과,#REF! (),O,제주특별자치도 서귀포시 동문로 64 (서귀동) 4층 인공신장실,,제주,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%84%A0%EB%A6%B0%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%84%A0%EB%A6%B0%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-05-19,1,안성영,안성영,1
1297,연세솔내과의원,#REF! (),X,"경기 성남시 수정구 산성대로 223 (신흥동, MG성남중부새마을금고빌딩) 5층",,,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%86%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%86%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4389468,127.1422843,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-01-14,1,류근우,류근우,1
1298,연세숲내과의원,#REF! (),X,"서울특별시 중랑구 양원역로10길 17 (망우동, 제이메디컬) B동 5층 연세숲내과의원",,서울,병원/의원,15,1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%88%B2%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%88%B2%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.606805,127.1069038,Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-03-29,1,김채원,김채원,1
1299,연세아레나내과의원,#REF! (),X,서울 도봉구 마들로11길 51 (창동) 5층,,,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%95%84%EB%A0%88%EB%82%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%95%84%EB%A0%88%EB%82%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,미인증,2026-05-06,1,이서영,이서영,1
1300,연세우리내과,#REF! (),O,"서울특별시 마포구 백범로 10 (노고산동, 현대벤쳐빌) 101호, 201호",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%9A%B0%EB%A6%AC%EB%82%B4%EA%B3%BC,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%9A%B0%EB%A6%AC%EB%82%B4%EA%B3%BC,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-03-03,3,"구영석,현지인,이공명","구영석,현지인,이공명",1
1301,연세유(U)내과의원,#REF! (),O,"서울특별시 마포구 도화길 32 (도화동, 삼성아파트) 삼성프라자상가 2층 201호",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%9C%A0%28U%29%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%9C%A0%28U%29%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-03-16,1,유동은,유동은,1
1302,연세윤내과(서울),#REF! (),O,"서울특별시 은평구 진관3로 20 (진관동) sw 메디컬 빌딩 4층, 5층",,서울,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%9C%A4%EB%82%B4%EA%B3%BC%28%EC%84%9C%EC%9A%B8%29,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%9C%A4%EB%82%B4%EA%B3%BC%28%EC%84%9C%EC%9A%B8%29,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-03-04,1,윤수영,윤수영,1
1303,연세윤내과의원(경북),#REF! (),O,경상북도 구미시 구미중앙로 149(원평동) S타워 3층 연세윤내과의원,,경북,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EC%97%B0%EC%84%B8%EC%9C%A4%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%28%EA%B2%BD%EB%B6%81%29,https://map.kakao.com/?q=%EC%97%B0%EC%84%B8%EC%9C%A4%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90%28%EA%B2%BD%EB%B6%81%29,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,미평가,인증,2026-03-27,1,윤성욱,윤성욱,1
